start;capacidad_maxima;total_disponibilidad;ocupacion;Ciudad;;
2021-11-26;138;79;59;Las Palmas;;
2021-11-27;138;67;71;Las Palmas;;
2021-11-28;138;87;51;Las Palmas;;
2021-11-29;138;88;50;Las Palmas;;
2021-11-30;138;85;53;Las Palmas;;
2021-12-01;138;88;50;Las Palmas;;
2021-12-02;138;87;51;Las Palmas;;
2021-12-03;138;76;62;Las Palmas;;
2021-12-04;138;43;95;Las Palmas;;
2021-12-05;138;42;96;Las Palmas;;
2021-12-06;138;52;86;Las Palmas;;
2021-12-07;138;65;73;Las Palmas;;
2021-12-08;138;84;54;Las Palmas;;
2021-12-09;138;70;68;Las Palmas;;
2021-12-10;138;69;69;Las Palmas;;
2021-12-11;138;57;81;Las Palmas;;
2021-12-12;138;83;55;Las Palmas;;
2021-12-13;138;83;55;Las Palmas;;
2021-12-14;138;89;49;Las Palmas;;
2021-12-15;138;92;46;Las Palmas;;
2021-12-16;138;84;54;Las Palmas;;
2021-12-17;138;85;53;Las Palmas;;
2021-12-18;138;82;56;Las Palmas;;
2021-12-19;138;93;45;Las Palmas;;
2021-12-20;138;92;46;Las Palmas;;
2021-12-21;138;93;45;Las Palmas;;
2021-12-22;138;86;52;Las Palmas;;
2021-12-23;138;86;52;Las Palmas;;
2021-12-24;138;77;61;Las Palmas;;
2021-12-25;138;62;76;Las Palmas;;
2021-12-26;138;78;60;Las Palmas;;
2021-12-27;138;64;74;Las Palmas;;
2021-12-28;138;57;81;Las Palmas;;
2021-12-29;138;70;68;Las Palmas;;
2021-12-30;138;76;62;Las Palmas;;
2021-12-31;138;52;86;Las Palmas;;
2022-01-01;138;48;90;Las Palmas;;
2022-01-02;138;76;62;Las Palmas;;
2022-01-03;138;87;51;Las Palmas;;
2022-01-04;138;86;52;Las Palmas;;
2022-01-05;138;85;53;Las Palmas;;
2022-01-06;138;90;48;Las Palmas;;
2022-01-07;138;74;64;Las Palmas;;
2022-01-08;138;72;66;Las Palmas;;
2022-01-09;138;90;48;Las Palmas;;
2022-01-10;138;97;41;Las Palmas;;
2022-01-11;138;93;45;Las Palmas;;
2022-01-12;138;94;44;Las Palmas;;
2022-01-13;138;88;50;Las Palmas;;
2022-01-14;138;88;50;Las Palmas;;
2022-01-15;138;72;66;Las Palmas;;
2022-01-16;138;94;44;Las Palmas;;
2022-01-17;138;80;58;Las Palmas;;
2022-01-18;138;85;53;Las Palmas;;
2022-01-19;138;86;52;Las Palmas;;
2022-01-20;138;80;58;Las Palmas;;
2022-01-21;138;79;59;Las Palmas;;
2022-01-22;138;63;75;Las Palmas;;
2022-01-23;138;89;49;Las Palmas;;
2022-01-24;138;84;54;Las Palmas;;
2022-01-25;138;84;54;Las Palmas;;
2022-01-26;138;79;59;Las Palmas;;
2022-01-27;138;79;59;Las Palmas;;
2022-01-28;138;70;68;Las Palmas;;
2022-01-29;138;62;76;Las Palmas;;
2022-01-30;138;82;56;Las Palmas;;
2022-01-31;138;69;69;Las Palmas;;
2022-02-01;138;76;62;Las Palmas;;
2022-02-02;138;74;64;Las Palmas;;
2022-02-03;138;73;65;Las Palmas;;
2022-02-04;138;66;72;Las Palmas;;
2022-02-05;138;46;92;Las Palmas;;
2022-02-06;138;72;66;Las Palmas;;
2022-02-07;138;65;73;Las Palmas;;
2022-02-08;138;66;72;Las Palmas;;
2022-02-09;138;64;74;Las Palmas;;
2022-02-10;138;49;89;Las Palmas;;
2022-02-11;138;41;97;Las Palmas;;
2022-02-12;138;43;95;Las Palmas;;
2022-02-13;138;70;68;Las Palmas;;
2022-02-14;138;67;71;Las Palmas;;
2022-02-15;138;66;72;Las Palmas;;
2022-02-16;138;70;68;Las Palmas;;
2022-02-17;138;70;68;Las Palmas;;
2022-02-18;138;64;74;Las Palmas;;
2022-02-19;138;36;102;Las Palmas;;
2022-02-20;138;68;70;Las Palmas;;
2022-02-21;138;55;83;Las Palmas;;
2022-02-22;138;58;80;Las Palmas;;
2022-02-23;138;61;77;Las Palmas;;
2022-02-24;138;64;74;Las Palmas;;
2022-02-25;138;58;80;Las Palmas;;
2022-02-26;138;11;127;Las Palmas;;
2022-02-27;138;34;104;Las Palmas;;
2022-02-28;138;74;64;Las Palmas;;
2022-03-01;138;80;58;Las Palmas;;
2022-03-02;138;80;58;Las Palmas;;
2022-03-03;138;85;53;Las Palmas;;
2022-03-04;138;76;62;Las Palmas;;
2022-03-05;138;71;67;Las Palmas;;
2022-03-06;138;81;57;Las Palmas;;
2022-03-07;138;82;56;Las Palmas;;
2022-03-08;138;82;56;Las Palmas;;
2022-03-09;138;81;57;Las Palmas;;
2022-03-10;138;86;52;Las Palmas;;
2022-03-11;138;68;70;Las Palmas;;
2022-03-12;138;71;67;Las Palmas;;
2022-03-13;138;91;47;Las Palmas;;
2022-03-14;138;84;54;Las Palmas;;
2022-03-15;138;81;57;Las Palmas;;
2022-03-16;138;74;64;Las Palmas;;
2022-03-17;138;78;60;Las Palmas;;
2022-03-18;138;68;70;Las Palmas;;
2022-03-19;138;69;69;Las Palmas;;
2022-03-20;138;80;58;Las Palmas;;
2022-03-21;138;84;54;Las Palmas;;
2022-03-22;138;81;57;Las Palmas;;
2022-03-23;138;77;61;Las Palmas;;
2022-03-24;138;81;57;Las Palmas;;
2022-03-25;138;71;67;Las Palmas;;
2022-03-26;138;62;76;Las Palmas;;
2022-03-27;138;83;55;Las Palmas;;
2022-03-28;138;84;54;Las Palmas;;
2022-03-29;138;80;58;Las Palmas;;
2022-03-30;138;81;57;Las Palmas;;
2022-03-31;138;87;51;Las Palmas;;
2022-04-01;138;79;59;Las Palmas;;
2022-04-02;138;69;69;Las Palmas;;
2022-04-03;138;85;53;Las Palmas;;
2022-04-04;138;86;52;Las Palmas;;
2022-04-05;138;86;52;Las Palmas;;
2022-04-06;138;76;62;Las Palmas;;
2022-04-07;138;84;54;Las Palmas;;
2022-04-08;138;73;65;Las Palmas;;
2022-04-09;138;64;74;Las Palmas;;
2022-04-10;138;80;58;Las Palmas;;
2022-04-11;138;73;65;Las Palmas;;
2022-04-12;138;70;68;Las Palmas;;
2022-04-13;138;37;101;Las Palmas;;
2022-04-14;138;12;126;Las Palmas;;
2022-04-15;138;24;114;Las Palmas;;
2022-04-16;138;39;99;Las Palmas;;
2022-04-17;138;80;58;Las Palmas;;
2022-04-18;138;82;56;Las Palmas;;
2022-04-19;138;87;51;Las Palmas;;
2022-04-20;138;80;58;Las Palmas;;
2022-04-21;138;81;57;Las Palmas;;
2022-04-22;138;73;65;Las Palmas;;
2022-04-23;138;54;84;Las Palmas;;
2022-04-24;138;81;57;Las Palmas;;
2022-04-25;138;84;54;Las Palmas;;
2022-04-26;138;86;52;Las Palmas;;
2022-04-27;138;85;53;Las Palmas;;
2022-04-28;138;84;54;Las Palmas;;
2022-04-29;138;61;77;Las Palmas;;
2022-04-30;138;12;126;Las Palmas;;
2022-05-01;138;19;119;Las Palmas;;
2022-05-02;138;80;58;Las Palmas;;
2022-05-03;138;87;51;Las Palmas;;
2022-05-04;138;80;58;Las Palmas;;
2022-05-05;138;81;57;Las Palmas;;
2022-05-06;138;82;56;Las Palmas;;
2022-05-07;138;55;83;Las Palmas;;
2022-05-08;138;77;61;Las Palmas;;
2022-05-09;138;73;65;Las Palmas;;
2022-05-10;138;62;76;Las Palmas;;
2022-05-11;138;62;76;Las Palmas;;
2022-05-12;138;74;64;Las Palmas;;
2022-05-13;138;63;75;Las Palmas;;
2022-05-14;138;10;128;Las Palmas;;
2022-05-15;138;68;70;Las Palmas;;
2022-05-16;138;58;80;Las Palmas;;
2022-05-17;138;31;107;Las Palmas;;
2022-05-18;138;28;110;Las Palmas;;
2022-05-19;138;5;133;Las Palmas;;
2022-05-20;138;28;110;Las Palmas;;
2022-05-21;138;16;122;Las Palmas;;
2022-05-22;138;74;64;Las Palmas;;
2022-05-23;138;73;65;Las Palmas;;
2022-05-24;138;69;69;Las Palmas;;
2022-05-25;138;78;60;Las Palmas;;
2022-05-26;138;72;66;Las Palmas;;
2022-05-27;138;48;90;Las Palmas;;
2022-05-28;138;8;130;Las Palmas;;
2022-05-29;138;81;57;Las Palmas;;
2022-05-30;138;82;56;Las Palmas;;
2022-05-31;138;81;57;Las Palmas;;
2022-06-01;138;84;54;Las Palmas;;
2022-06-02;138;82;56;Las Palmas;;
2022-06-03;138;55;83;Las Palmas;;
2022-06-04;138;22;116;Las Palmas;;
2022-06-05;138;78;60;Las Palmas;;
2022-06-06;138;77;61;Las Palmas;;
2022-06-07;138;68;70;Las Palmas;;
2022-06-08;138;65;73;Las Palmas;;
2022-06-09;138;61;77;Las Palmas;;
2022-06-10;138;41;97;Las Palmas;;
2022-06-11;138;12;126;Las Palmas;;
2022-06-12;138;67;71;Las Palmas;;
2022-06-13;138;69;69;Las Palmas;;
2022-06-14;138;63;75;Las Palmas;;
2022-06-15;138;54;84;Las Palmas;;
2022-06-16;138;40;98;Las Palmas;;
2022-06-17;138;17;121;Las Palmas;;
2022-06-18;138;18;120;Las Palmas;;
2022-06-19;138;52;86;Las Palmas;;
2022-06-20;138;37;101;Las Palmas;;
2022-06-21;138;25;113;Las Palmas;;
2022-06-22;138;26;112;Las Palmas;;
2022-06-23;138;25;113;Las Palmas;;
2022-06-24;138;15;123;Las Palmas;;
2022-06-25;138;9;129;Las Palmas;;
2022-06-26;138;32;106;Las Palmas;;
2022-06-27;138;22;116;Las Palmas;;
2022-06-28;138;26;112;Las Palmas;;
2022-06-29;138;35;103;Las Palmas;;
2022-06-30;138;47;91;Las Palmas;;
2022-07-01;138;40;98;Las Palmas;;
2022-07-02;138;23;115;Las Palmas;;
2022-07-03;138;62;76;Las Palmas;;
2022-07-04;138;41;97;Las Palmas;;
2022-07-05;138;28;110;Las Palmas;;
2022-07-06;138;32;106;Las Palmas;;
2022-07-07;138;33;105;Las Palmas;;
2022-07-08;138;27;111;Las Palmas;;
2022-07-09;138;14;124;Las Palmas;;
2022-07-10;138;53;85;Las Palmas;;
2022-07-11;138;29;109;Las Palmas;;
2022-07-12;138;35;103;Las Palmas;;
2022-07-13;138;30;108;Las Palmas;;
2022-07-14;138;38;100;Las Palmas;;
2022-07-15;138;6;132;Las Palmas;;
2022-07-16;138;1;137;Las Palmas;;
2022-07-17;138;55;83;Las Palmas;;
2022-07-18;138;23;115;Las Palmas;;
2022-07-19;138;5;133;Las Palmas;;
2022-07-20;138;10;128;Las Palmas;;
2022-07-21;138;3;135;Las Palmas;;
2022-07-22;138;22;116;Las Palmas;;
2022-07-23;138;10;128;Las Palmas;;
2022-07-24;138;51;87;Las Palmas;;
2022-07-25;138;15;123;Las Palmas;;
2022-07-26;138;7;131;Las Palmas;;
2022-07-27;138;6;132;Las Palmas;;
2022-07-28;138;24;114;Las Palmas;;
2022-07-29;138;34;104;Las Palmas;;
2022-07-30;138;39;99;Las Palmas;;
2022-07-31;138;53;85;Las Palmas;;
2022-08-01;138;12;126;Las Palmas;;
2022-08-02;138;7;131;Las Palmas;;
2022-08-03;138;9;129;Las Palmas;;
2022-08-04;138;8;130;Las Palmas;;
2022-08-05;138;16;122;Las Palmas;;
2022-08-06;138;10;128;Las Palmas;;
2022-08-07;138;33;105;Las Palmas;;
2022-08-08;138;11;127;Las Palmas;;
2022-08-09;138;6;132;Las Palmas;;
2022-08-10;138;2;136;Las Palmas;;
2022-08-11;138;7;131;Las Palmas;;
2022-08-12;138;20;118;Las Palmas;;
2022-08-13;138;12;126;Las Palmas;;
2022-08-14;138;10;128;Las Palmas;;
2022-08-15;138;17;121;Las Palmas;;
2022-08-16;138;14;124;Las Palmas;;
2022-08-17;138;10;128;Las Palmas;;
2022-08-18;138;8;130;Las Palmas;;
2022-08-19;138;20;118;Las Palmas;;
2022-08-20;138;22;116;Las Palmas;;
2022-08-21;138;24;114;Las Palmas;;
2022-08-22;138;8;130;Las Palmas;;
2022-08-23;138;6;132;Las Palmas;;
2022-08-24;138;6;132;Las Palmas;;
2022-08-25;138;11;127;Las Palmas;;
2022-08-26;138;9;129;Las Palmas;;
2022-08-27;138;11;127;Las Palmas;;
2022-08-28;138;49;89;Las Palmas;;
2022-08-29;138;54;84;Las Palmas;;
2022-08-30;138;50;88;Las Palmas;;
2022-08-31;138;54;84;Las Palmas;;
2022-09-01;138;43;95;Las Palmas;;
2022-09-02;138;28;110;Las Palmas;;
2022-09-03;138;19;119;Las Palmas;;
2022-09-04;138;52;86;Las Palmas;;
2022-09-05;138;35;103;Las Palmas;;
2022-09-06;138;31;107;Las Palmas;;
2022-09-07;138;29;109;Las Palmas;;
2022-09-08;138;20;118;Las Palmas;;
2022-09-09;138;10;128;Las Palmas;;
2022-09-10;138;6;132;Las Palmas;;
2022-09-11;138;62;76;Las Palmas;;
2022-09-12;138;60;78;Las Palmas;;
2022-09-13;138;63;75;Las Palmas;;
2022-09-14;138;63;75;Las Palmas;;
2022-09-15;138;60;78;Las Palmas;;
2022-09-16;138;65;73;Las Palmas;;
2022-09-17;138;53;85;Las Palmas;;
2022-09-18;138;77;61;Las Palmas;;
2022-09-19;138;74;64;Las Palmas;;
2022-09-20;138;61;77;Las Palmas;;
2022-09-21;138;62;76;Las Palmas;;
2022-09-22;138;57;81;Las Palmas;;
2022-09-23;138;57;81;Las Palmas;;
2022-09-24;138;45;93;Las Palmas;;
2022-09-25;138;74;64;Las Palmas;;
2022-09-26;138;71;67;Las Palmas;;
2022-09-27;138;65;73;Las Palmas;;
2022-09-28;138;72;66;Las Palmas;;
2022-09-29;138;73;65;Las Palmas;;
2022-09-30;138;68;70;Las Palmas;;
2022-10-01;138;49;89;Las Palmas;;
2022-10-02;138;80;58;Las Palmas;;
2022-10-03;138;84;54;Las Palmas;;
2022-10-04;138;88;50;Las Palmas;;
2022-10-05;138;78;60;Las Palmas;;
2022-10-06;138;66;72;Las Palmas;;
2022-10-07;138;51;87;Las Palmas;;
2022-10-08;138;36;102;Las Palmas;;
2022-10-09;138;72;66;Las Palmas;;
2022-10-10;138;84;54;Las Palmas;;
2022-10-11;138;76;62;Las Palmas;;
2022-10-12;138;84;54;Las Palmas;;
2022-10-13;138;77;61;Las Palmas;;
2022-10-14;138;70;68;Las Palmas;;
2022-10-15;138;50;88;Las Palmas;;
2022-10-16;138;88;50;Las Palmas;;
2022-10-17;138;94;44;Las Palmas;;
2022-10-18;138;94;44;Las Palmas;;
2022-10-19;138;96;42;Las Palmas;;
2022-10-20;138;84;54;Las Palmas;;
2022-10-21;138;90;48;Las Palmas;;
2022-10-22;138;71;67;Las Palmas;;
2022-10-23;138;95;43;Las Palmas;;
2022-10-24;138;96;42;Las Palmas;;
2022-10-25;138;85;53;Las Palmas;;
2022-10-26;138;90;48;Las Palmas;;
2022-10-27;138;88;50;Las Palmas;;
2022-10-28;138;85;53;Las Palmas;;
2022-10-29;138;42;96;Las Palmas;;
2022-10-30;138;91;47;Las Palmas;;
2022-10-31;138;90;48;Las Palmas;;
2022-11-01;138;103;35;Las Palmas;;
2022-11-02;138;103;35;Las Palmas;;
2022-11-03;138;98;40;Las Palmas;;
2022-11-04;138;87;51;Las Palmas;;
2022-11-05;138;73;65;Las Palmas;;
2022-11-06;138;101;37;Las Palmas;;
2022-11-07;138;105;33;Las Palmas;;
2022-11-08;138;102;36;Las Palmas;;
2022-11-09;138;106;32;Las Palmas;;
2022-11-10;138;103;35;Las Palmas;;
2022-11-11;138;93;45;Las Palmas;;
2022-11-12;138;81;57;Las Palmas;;
2022-11-13;138;105;33;Las Palmas;;
2022-11-14;138;103;35;Las Palmas;;
2022-11-15;138;103;35;Las Palmas;;
2022-11-16;138;103;35;Las Palmas;;
2022-11-17;138;103;35;Las Palmas;;
2022-11-18;138;99;39;Las Palmas;;
2022-11-19;138;89;49;Las Palmas;;
2022-11-20;138;106;32;Las Palmas;;
2022-11-21;138;98;40;Las Palmas;;
2022-11-22;138;95;43;Las Palmas;;
2022-11-23;138;102;36;Las Palmas;;
2022-11-24;138;99;39;Las Palmas;;
2022-11-25;138;83;55;Las Palmas;;
2022-11-26;138;78;60;Las Palmas;;
2022-11-27;138;101;37;Las Palmas;;
2022-11-28;138;99;39;Las Palmas;;
2022-11-29;138;108;30;Las Palmas;;
2022-11-30;138;107;31;Las Palmas;;
2022-12-01;138;105;33;Las Palmas;;
2022-12-02;138;93;45;Las Palmas;;
2022-12-03;138;78;60;Las Palmas;;
2022-12-04;138;93;45;Las Palmas;;
2022-12-05;138;91;47;Las Palmas;;
2022-12-06;138;93;45;Las Palmas;;
2022-12-07;138;91;47;Las Palmas;;
2022-12-08;138;93;45;Las Palmas;;
2022-12-09;138;77;61;Las Palmas;;
2022-12-10;138;78;60;Las Palmas;;
2022-12-11;138;93;45;Las Palmas;;
2022-12-12;138;99;39;Las Palmas;;
2022-12-13;138;98;40;Las Palmas;;
2022-12-14;138;98;40;Las Palmas;;
2022-12-15;138;93;45;Las Palmas;;
2022-12-16;138;91;47;Las Palmas;;
2022-12-17;138;69;69;Las Palmas;;
2022-12-18;138;97;41;Las Palmas;;
2022-12-19;138;94;44;Las Palmas;;
2022-12-20;138;93;45;Las Palmas;;
2022-12-21;138;92;46;Las Palmas;;
2022-12-22;138;81;57;Las Palmas;;
2022-12-23;138;78;60;Las Palmas;;
2022-12-24;138;70;68;Las Palmas;;
2022-12-25;138;62;76;Las Palmas;;
2022-12-26;138;69;69;Las Palmas;;
2022-12-27;138;63;75;Las Palmas;;
2022-12-28;138;54;84;Las Palmas;;
2022-12-29;138;54;84;Las Palmas;;
2022-12-30;138;59;79;Las Palmas;;
2022-12-31;138;27;111;Las Palmas;;
2023-01-01;138;37;101;Las Palmas;;
2023-01-02;138;55;83;Las Palmas;;
2023-01-03;138;62;76;Las Palmas;;
2023-01-04;138;74;64;Las Palmas;;
2023-01-05;138;71;67;Las Palmas;;
2023-01-06;138;71;67;Las Palmas;;
2023-01-07;138;54;84;Las Palmas;;
2023-01-08;138;78;60;Las Palmas;;
2023-01-09;138;82;56;Las Palmas;;
2023-01-10;138;82;56;Las Palmas;;
2023-01-11;138;80;58;Las Palmas;;
2023-01-12;138;77;61;Las Palmas;;
2023-01-13;138;70;68;Las Palmas;;
2023-01-14;138;56;82;Las Palmas;;
2023-01-15;138;79;59;Las Palmas;;
2023-01-16;138;75;63;Las Palmas;;
2023-01-17;138;73;65;Las Palmas;;
2023-01-18;138;71;67;Las Palmas;;
2023-01-19;138;70;68;Las Palmas;;
2023-01-20;138;63;75;Las Palmas;;
2023-01-21;138;62;76;Las Palmas;;
2023-01-22;138;76;62;Las Palmas;;
2023-01-23;138;81;57;Las Palmas;;
2023-01-24;138;81;57;Las Palmas;;
2023-01-25;138;71;67;Las Palmas;;
2023-01-26;138;79;59;Las Palmas;;
2023-01-27;138;72;66;Las Palmas;;
2023-01-28;138;57;81;Las Palmas;;
2023-01-29;138;82;56;Las Palmas;;
2023-01-30;138;69;69;Las Palmas;;
2023-01-31;138;70;68;Las Palmas;;
2023-02-01;138;74;64;Las Palmas;;
2023-02-02;138;71;67;Las Palmas;;
2023-02-03;138;62;76;Las Palmas;;
2023-02-04;138;41;97;Las Palmas;;
2023-02-05;138;71;67;Las Palmas;;
2023-02-06;138;82;56;Las Palmas;;
2023-02-07;138;83;55;Las Palmas;;
2023-02-08;138;79;59;Las Palmas;;
2023-02-09;138;78;60;Las Palmas;;
2023-02-10;138;73;65;Las Palmas;;
2023-02-11;138;46;92;Las Palmas;;
2023-02-12;138;83;55;Las Palmas;;
2023-02-13;138;73;65;Las Palmas;;
2023-02-14;138;73;65;Las Palmas;;
2023-02-15;138;72;66;Las Palmas;;
2023-02-16;138;70;68;Las Palmas;;
2023-02-17;138;72;66;Las Palmas;;
2023-02-18;138;27;111;Las Palmas;;
2023-02-19;138;77;61;Las Palmas;;
2023-02-20;138;79;59;Las Palmas;;
2023-02-21;138;77;61;Las Palmas;;
2023-02-22;138;73;65;Las Palmas;;
2023-02-23;138;76;62;Las Palmas;;
2023-02-24;138;78;60;Las Palmas;;
2023-02-25;138;70;68;Las Palmas;;
2023-02-26;138;80;58;Las Palmas;;
2023-02-27;138;74;64;Las Palmas;;
2023-02-28;138;74;64;Las Palmas;;
2023-03-01;138;71;67;Las Palmas;;
2023-03-02;138;71;67;Las Palmas;;
2023-03-03;138;49;89;Las Palmas;;
2023-03-04;138;43;95;Las Palmas;;
2023-03-05;138;70;68;Las Palmas;;
2023-03-06;138;79;59;Las Palmas;;
2023-03-07;138;73;65;Las Palmas;;
2023-03-08;138;72;66;Las Palmas;;
2023-03-09;138;70;68;Las Palmas;;
2023-03-10;138;65;73;Las Palmas;;
2023-03-11;138;41;97;Las Palmas;;
2023-03-12;138;69;69;Las Palmas;;
2023-03-13;138;71;67;Las Palmas;;
2023-03-14;138;72;66;Las Palmas;;
2023-03-15;138;69;69;Las Palmas;;
2023-03-16;138;69;69;Las Palmas;;
2023-03-17;138;52;86;Las Palmas;;
2023-03-18;138;30;108;Las Palmas;;
2023-03-19;138;56;82;Las Palmas;;
2023-03-20;138;56;82;Las Palmas;;
2023-03-21;138;62;76;Las Palmas;;
2023-03-22;138;69;69;Las Palmas;;
2023-03-23;138;67;71;Las Palmas;;
2023-03-24;138;56;82;Las Palmas;;
2023-03-25;138;51;87;Las Palmas;;
2023-03-26;138;69;69;Las Palmas;;
2023-03-27;138;70;68;Las Palmas;;
2023-03-28;138;77;61;Las Palmas;;
2023-03-29;138;68;70;Las Palmas;;
2023-03-30;138;65;73;Las Palmas;;
2023-03-31;138;61;77;Las Palmas;;
2023-04-01;138;49;89;Las Palmas;;
2023-04-02;138;49;89;Las Palmas;;
2023-04-03;138;57;81;Las Palmas;;
2023-04-04;138;51;87;Las Palmas;;
2023-04-05;138;40;98;Las Palmas;;
2023-04-06;138;12;126;Las Palmas;;
2023-04-07;138;15;123;Las Palmas;;
2023-04-08;138;20;118;Las Palmas;;
2023-04-09;138;64;74;Las Palmas;;
2023-04-10;138;73;65;Las Palmas;;
2023-04-11;138;70;68;Las Palmas;;
2023-04-12;138;66;72;Las Palmas;;
2023-04-13;138;73;65;Las Palmas;;
2023-04-14;138;61;77;Las Palmas;;
2023-04-15;138;44;94;Las Palmas;;
2023-04-16;138;69;69;Las Palmas;;
2023-04-17;138;70;68;Las Palmas;;
2023-04-18;138;61;77;Las Palmas;;
2023-04-19;138;49;89;Las Palmas;;
2023-04-20;138;48;90;Las Palmas;;
2023-04-21;138;35;103;Las Palmas;;
2023-04-22;138;22;116;Las Palmas;;
2023-04-23;138;44;94;Las Palmas;;
2023-04-24;138;51;87;Las Palmas;;
2023-04-25;138;53;85;Las Palmas;;
2023-04-26;138;55;83;Las Palmas;;
2023-04-27;138;46;92;Las Palmas;;
2023-04-28;138;37;101;Las Palmas;;
2023-04-29;138;5;133;Las Palmas;;
2023-04-30;138;5;133;Las Palmas;;
2023-05-01;138;33;105;Las Palmas;;
2023-05-02;138;45;93;Las Palmas;;
2023-05-03;138;48;90;Las Palmas;;
2023-05-04;138;36;102;Las Palmas;;
2023-05-05;138;33;105;Las Palmas;;
2023-05-06;138;19;119;Las Palmas;;
2023-05-07;138;45;93;Las Palmas;;
2023-05-08;138;61;77;Las Palmas;;
2023-05-09;138;46;92;Las Palmas;;
2023-05-10;138;44;94;Las Palmas;;
2023-05-11;138;39;99;Las Palmas;;
2023-05-12;138;16;122;Las Palmas;;
2023-05-13;138;9;129;Las Palmas;;
2023-05-14;138;47;91;Las Palmas;;
2023-05-15;138;46;92;Las Palmas;;
2023-05-16;138;44;94;Las Palmas;;
2023-05-17;138;51;87;Las Palmas;;
2023-05-18;138;49;89;Las Palmas;;
2023-05-19;138;38;100;Las Palmas;;
2023-05-20;138;43;95;Las Palmas;;
2023-05-21;138;44;94;Las Palmas;;
2023-05-22;138;44;94;Las Palmas;;
2023-05-23;138;37;101;Las Palmas;;
2023-05-24;138;16;122;Las Palmas;;
2023-05-25;138;29;109;Las Palmas;;
2023-05-26;138;29;109;Las Palmas;;
2023-05-27;138;27;111;Las Palmas;;
2023-05-28;138;47;91;Las Palmas;;
2023-05-29;138;60;78;Las Palmas;;
2023-05-30;138;52;86;Las Palmas;;
2023-05-31;138;57;81;Las Palmas;;
2023-06-01;138;48;90;Las Palmas;;
2023-06-02;138;61;77;Las Palmas;;
2023-06-03;138;36;102;Las Palmas;;
2023-06-04;138;47;91;Las Palmas;;
2023-06-05;138;44;94;Las Palmas;;
2023-06-06;138;48;90;Las Palmas;;
2023-06-07;138;45;93;Las Palmas;;
2023-06-08;138;59;79;Las Palmas;;
2023-06-09;138;51;87;Las Palmas;;
2023-06-10;138;25;113;Las Palmas;;
2023-06-11;138;43;95;Las Palmas;;
2023-06-12;138;23;115;Las Palmas;;
2023-06-13;138;22;116;Las Palmas;;
2023-06-14;138;27;111;Las Palmas;;
2023-06-15;138;25;113;Las Palmas;;
2023-06-16;138;38;100;Las Palmas;;
2023-06-17;138;28;110;Las Palmas;;
2023-06-18;138;41;97;Las Palmas;;
2023-06-19;138;50;88;Las Palmas;;
2023-06-20;138;74;64;Las Palmas;;
2023-06-21;138;85;53;Las Palmas;;
2023-06-22;138;97;41;Las Palmas;;
2023-06-23;138;103;35;Las Palmas;;
2023-06-24;138;108;30;Las Palmas;;
2023-06-25;138;109;29;Las Palmas;;
2023-06-26;138;112;26;Las Palmas;;
2023-06-27;138;113;25;Las Palmas;;
2023-06-28;138;113;25;Las Palmas;;
2023-06-29;138;114;24;Las Palmas;;
2023-06-30;138;114;24;Las Palmas;;
2023-07-01;138;114;24;Las Palmas;;
2023-07-02;138;115;23;Las Palmas;;
2023-07-03;138;115;23;Las Palmas;;
2023-07-04;138;115;23;Las Palmas;;
2023-07-05;138;115;23;Las Palmas;;
2023-07-06;138;115;23;Las Palmas;;
2023-07-07;138;115;23;Las Palmas;;
2023-07-08;138;115;23;Las Palmas;;
2023-07-09;138;114;24;Las Palmas;;
2023-07-10;138;114;24;Las Palmas;;
2023-07-11;138;115;23;Las Palmas;;
2023-07-12;138;115;23;Las Palmas;;
2023-07-13;138;114;24;Las Palmas;;
2023-07-14;138;115;23;Las Palmas;;
2023-07-15;138;116;22;Las Palmas;;
2023-07-16;138;116;22;Las Palmas;;
2023-07-17;138;116;22;Las Palmas;;
2023-07-18;138;116;22;Las Palmas;;
2023-07-19;138;116;22;Las Palmas;;
2023-07-20;138;116;22;Las Palmas;;
2023-07-21;138;117;21;Las Palmas;;
2023-07-22;138;117;21;Las Palmas;;
2023-07-23;138;117;21;Las Palmas;;
2023-07-24;138;117;21;Las Palmas;;
2023-07-25;138;117;21;Las Palmas;;
2023-07-26;138;117;21;Las Palmas;;
2023-07-27;138;117;21;Las Palmas;;
2023-07-28;138;117;21;Las Palmas;;
2023-07-29;138;117;21;Las Palmas;;
2023-07-30;138;117;21;Las Palmas;;
2023-07-31;138;119;19;Las Palmas;;
2023-08-01;138;120;18;Las Palmas;;
2023-08-02;138;120;18;Las Palmas;;
2023-08-03;138;120;18;Las Palmas;;
2023-08-04;138;120;18;Las Palmas;;
2023-08-05;138;120;18;Las Palmas;;
2023-08-06;138;120;18;Las Palmas;;
2023-08-07;138;120;18;Las Palmas;;
2023-08-08;138;120;18;Las Palmas;;
2023-08-09;138;120;18;Las Palmas;;
2023-08-10;138;120;18;Las Palmas;;
2023-08-11;138;120;18;Las Palmas;;
2023-08-12;138;120;18;Las Palmas;;
2023-08-13;138;120;18;Las Palmas;;
2023-08-14;138;121;17;Las Palmas;;
2023-08-15;138;121;17;Las Palmas;;
2023-08-16;138;121;17;Las Palmas;;
2023-08-17;138;121;17;Las Palmas;;
2023-08-18;138;121;17;Las Palmas;;
2023-08-19;138;121;17;Las Palmas;;
2023-08-20;138;121;17;Las Palmas;;
2023-08-21;138;121;17;Las Palmas;;
